	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ATXN7L3B	3961.8273169826	0.145574654218049	0.105391235747369	1.38127276304284	0.167195109505509	0.382842359827456
OGFR	855.076319830616	-0.190500092801832	0.137894697894171	-1.38143341988918	0.167145736137592	0.382842359827456
TRPC5	11.641479481181	-0.355009266240773	0.261405001409417	-1.38132308199053	0.167179644212201	0.382842359827456
C1orf35	969.931342334289	0.181357557224131	0.131397900298915	1.38021275597768	0.167521147609568	0.383409421131678
CEP290	780.788431410425	0.199861538174545	0.144805428208759	1.3802162817694	0.167520062351724	0.383409421131678
ATP9A	2524.47398046396	0.17937482073833	0.129948844434672	1.38036051967046	0.16747566966952	0.383409421131678
C14orf2	1529.01781309755	-0.156466577728802	0.113389989622658	-1.37988245352412	0.167622839922698	0.383582334713935
CNKSR3	17.2306466046901	-0.385838021112435	0.281597091479678	-1.37944855970002	0.167756496019419	0.383768485514956
RP11-216B9.6	11.4836485793923	-0.353799428309974	0.260456446005652	-1.37949775937369	0.167741336593076	0.383768485514956
AP2S1	1313.99525889052	0.171303748477706	0.124209759958432	1.37913798517034	0.167852214136242	0.383927597509131
CTD-2017D11.1	77.3347537532771	0.377044680281166	0.273437510092267	1.37867711980484	0.167994327004349	0.38413289077993
DCTN3	718.731438261534	0.190386464996873	0.138087177932467	1.37870975008782	0.167984262129383	0.38413289077993
ZNF148	2022.39424753203	-0.144908769277698	0.105130996140963	-1.37835743851416	0.168092957277026	0.384298529468027
OPN1SW	38.6584620210026	0.402436321345055	0.291976849895058	1.37806645586665	0.168182771037628	0.384443963146148
DCXR	1580.25740063105	0.159698367688626	0.115904973742409	1.37781990635943	0.168258898400003	0.384498180380508
SMIM15	1363.45164326904	-0.162650895605321	0.118046083032488	-1.37784234848404	0.168251967850558	0.384498180380508
BBS2	295.282771821489	0.268248935135452	0.194715155051375	1.37743975912221	0.168376327567124	0.384706610774278
RP5-997D16.2	14.6649149344376	-0.374268596176378	0.274350297876096	-1.37696590653308	0.168522788850216	0.384981298583096
MSH6	14606.3843370933	0.11875692688984	0.086275832365368	1.37647913311077	0.168673343324006	0.385265250092333
ALG14	121.334412652971	0.352796078366087	0.256389423210324	1.37620427884779	0.168758397754369	0.385339553415789
TTC39B	49.1840608176053	-0.394665415567052	0.28680200216723	-1.37620844586747	0.16875710801811	0.385339553415789
NFKB2	435.49276126678	-0.267167724719213	0.194216769015156	-1.3755108102668	0.168973136597681	0.385769851143265
RP11-783K16.13	14.0493802496448	-0.371150773471892	0.272625392450334	-1.37500533347558	0.169129791200468	0.385906109055364
BCDIN3D-AS1	40.3775304724455	-0.400104738110549	0.291056367170197	-1.37497878698202	0.169138021354532	0.385906109055364
RP11-635N19.1	19.642963353515	-0.392093979976484	0.286406761606625	-1.3751571981186	0.169082714696514	0.385906109055364
HNRNPUL1	15770.0755719983	0.132660561577775	0.0964751567498284	1.37507591985745	0.169107908912972	0.385906109055364
DUSP15	26.6260777530499	-0.400662408712436	0.292052012448553	-1.37479955150044	0.169193597219047	0.385972893655952
MRPS15	1694.85074362468	-0.150235418558438	0.109300749126885	-1.37450427398257	0.169285184312688	0.386121795339665
RP11-166P13.4	12.6736200971435	0.362631262038904	0.267291032861412	1.37417421989139	0.169387602163551	0.386295350722068
CACFD1	521.03768618165	-0.210252310389154	0.153089630401176	-1.37335014345063	0.169643521089828	0.386818863240256
SMPD1	316.656692071422	-0.254434458567163	0.185314970728079	-1.37292812096731	0.169774693387227	0.386997681539659
TTC27	664.113905128886	-0.202559736738993	0.147524289543228	-1.37300870194407	0.169749641476042	0.386997681539659
DPYSL3	11457.3864911885	0.33747187233483	0.245866832521093	1.3727002921641	0.169845538338922	0.38709903449006
PSMD14	1890.03891466054	0.152180100815783	0.110894679472961	1.37229027021636	0.169973093345339	0.387329585130636
MAP3K8	151.638201906234	0.312771479335983	0.227943021422301	1.37203354821216	0.170052994339956	0.387331199309247
WDR60	525.206182051514	0.216831825473782	0.158033666528996	1.37206745944772	0.170042438347048	0.387331199309247
FBXW5	1619.02949553468	-0.155916195378549	0.113636606091609	-1.37204099737669	0.170050675499191	0.387331199309247
WEE2-AS1	20.1188161617245	-0.387446688645637	0.28420509805585	-1.37117167604609	0.170321445439369	0.387882441243499
FGD6	622.801131392923	-0.204211225879391	0.148943851123901	-1.37100942530122	0.170372017888564	0.387937401998589
INHBB	2521.60720756129	0.389785609638691	0.284566986374727	1.37087562723563	0.170413730296334	0.387972174497766
RP11-175K6.1	9.749461495714	-0.319048097666179	0.239972686909202	-1.37003351316972	0.170676440433438	0.38850999231769
USP49	6911.82251817131	0.131531596603963	0.0960148123456161	1.36991188885536	0.170714408025307	0.38853614222977
POLR3C	1410.44462699874	0.157354425747536	0.114874385713638	1.36978555910517	0.170753851216459	0.388565641888819
VPS72	2864.58386453658	0.136885906023287	0.0999568591945921	1.36944532509493	0.17086011441995	0.388747163728318
C10orf25	76.2864814185484	-0.371433326742678	0.271275830892219	-1.36919526545306	0.170938245589174	0.388864632175186
SH2D3C	59.9288028837145	0.382061911122105	0.279004325878469	1.36878591084489	0.171066206243844	0.389095402916745
SCRN2	498.344090205005	0.220836224123431	0.161345064017687	1.36868885309711	0.171096556160657	0.389104117877452
AC004257.3	79.8941493334952	0.372543331125079	0.272231033256533	1.36785600920801	0.171357151861184	0.38963636901583
LIG3	1670.60263258734	0.151298919188785	0.110622660138763	1.36769811539226	0.171406590108267	0.389688394276202
TCF3	11709.7107239333	-0.140990987161775	0.103098387248255	-1.36753750829323	0.171456888867646	0.389742359466299
RP11-452L6.1	25.0443455359626	-0.398327478718389	0.291929584697315	-1.36719036288533	0.171565645246095	0.389929168633202
DLL4	73.9249117570007	-0.373435138595399	0.273017285708845	-1.36709314783328	0.171596110777115	0.389930238498687
WDR91	516.344237408397	0.209619451283527	0.153337914613618	1.36701927063498	0.171619265332551	0.389930238498687
TMEM131	2695.77796383655	0.136773590429669	0.100059006097716	1.36692497576277	0.171648822582699	0.389937014051082
CSRNP2	1278.07298230701	-0.171664908577878	0.125602908418967	-1.36669918969358	0.171719611961246	0.390037440604855
SCAMP3	2358.25497727944	0.148519979906911	0.10869182032727	1.3664198134059	0.171807233407571	0.390175973694532
ZNFX1	1035.88954173451	-0.184304410418175	0.134887434913177	-1.36633517293276	0.171833786002458	0.390175973694532
SLC27A2	276.663086540004	-0.290615737138835	0.212840980059422	-1.36513379078032	0.172211003270253	0.390911517788431
MT-TV	42.8915055820629	0.396718936994113	0.2904620050006	1.36514990175975	0.172205940552174	0.390911517788431
LBX1	11.5925097234609	0.349477175221094	0.260851705430688	1.36471741607264	0.172341883587474	0.391148098666512
CYB5B	2992.15431159009	0.147472060044341	0.108107938572436	1.36412060854769	0.172529609633334	0.391453063576605
RP11-849F2.7	25.1783674573926	-0.397103178490607	0.291840245002335	-1.36416107825166	0.172516875040048	0.391453063576605
BRINP2	13.4759415698421	-0.357873081584169	0.265939354858952	-1.36371942358084	0.172655888455052	0.391679012260509
PCAT6	105.581559678309	-0.340920343573947	0.24997450298073	-1.36357455173068	0.172701505965975	0.39172193492638
ZNF763	35.1515030374562	0.399259668224653	0.292926737273483	1.36346658640775	0.172735508143527	0.391738502471403
CASP3	938.404094234322	0.180274951939206	0.132235965679779	1.3632672624751	0.172798295596934	0.391794353740984
CCDC28A	147.720512118333	-0.311766705592187	0.228639532154618	-1.36315882993878	0.172832459237516	0.391794353740984
AF131215.9	83.7109213659271	0.360619812293785	0.26439284849649	1.36313413447451	0.172840240698248	0.391794353740984
PPP6R3	4458.49801846682	0.139525658091639	0.10237986200564	1.36282814992317	0.172936677170079	0.391831356410834
COG3	475.780213629381	0.223603199181859	0.164064134325579	1.3629128732366	0.172909971085057	0.391831356410834
RP3-326I13.1	25.3648236111628	0.394694746748929	0.290255883886754	1.36283106254903	0.17293575901465	0.391831356410834
CTC-503J8.6	2728.08881814063	0.140283425230692	0.102955615670009	1.36255982936475	0.173021276265527	0.391962511447288
TTC26	288.454723148948	0.25104965864059	0.184277100369254	1.36221875005896	0.173128860205701	0.392145687835481
DKKL1	48.670676136878	-0.392243901368911	0.287910613959913	-1.36191736357065	0.173223965763581	0.39230054786989
CSDC2	215.6021676719	-0.283062799115511	0.207810029139774	-1.36181466975875	0.173256380754065	0.392313406605616
RP11-977G19.5	82.7832259136721	0.358493706828982	0.263158559971421	1.36168079880539	0.173298643521813	0.392348556765247
MRPL17	782.064246749398	-0.187024860101272	0.13738707432035	-1.3612620915055	0.173430878240203	0.392526804938841
MED14	3165.57910627387	0.145672982127532	0.107011327151074	1.36128305796368	0.17342425489164	0.392526804938841
TDP1	1066.98179083699	0.166815508090564	0.122571585858802	1.36095391859277	0.173528252527056	0.392686620809606
ZNF473	1422.85391422234	-0.154506729740562	0.113600055955953	-1.36008371961552	0.173803432365144	0.393248691302045
NR1D1	510.038989495496	0.22696473903485	0.166876767063551	1.3599367593472	0.173849937232856	0.393286716024739
AIFM3	29.6942961131048	-0.397700518320948	0.29309415837702	-1.35986121989983	0.173873844943262	0.393286716024739
ITGA7	37.2423011516756	-0.397703819436272	0.292467763887938	-1.35961982048647	0.173950262646477	0.393398921672588
GOSR2	468.212933248182	0.218269327481165	0.160551544255983	1.35948405736664	0.173993251012084	0.393435501941794
ANKRD49	317.061728590711	0.259453700722803	0.190942931505452	1.35881941330532	0.174203820055031	0.393850947868641
PPP6C	2342.91578335563	-0.140031540746987	0.10306883209564	-1.35861333173333	0.174269148374797	0.393937947019473
BLOC1S5	686.068869290052	0.200320564438252	0.147454171046274	1.35846680113949	0.174315610028942	0.393982277565414
LINC00942	9.87292237786866	-0.323552244179064	0.245356118403226	-1.3582423707882	0.174386789929167	0.394082453200471
CPSF2	3034.21688523402	0.134085428780152	0.0987526118099007	1.35778595205738	0.174531613765344	0.394348994268384
CCDC74B	24.7176080401256	0.394358214505431	0.291202544955148	1.35732870091921	0.174676791751988	0.39461625332978
FGF22	16.6184219248923	-0.373818990745711	0.277873983814916	-1.35684666963473	0.174829935066673	0.394840639869676
MALSU1	439.365799445503	0.225771337833701	0.166379088029699	1.35688694402726	0.17481713589152	0.394840639869676
NAPA	5197.92795125825	-0.148990565578648	0.10987119731567	-1.35604713652051	0.175084170952233	0.395353961277641
ATL1	470.404065243833	0.212570428651254	0.156773857532381	1.35586563141273	0.175141924431017	0.395423520107142
TMSB10	11195.0339722524	0.153700829324747	0.113398211653999	1.35541108803637	0.175286618887138	0.395628450843098
RP11-305P22.9	10.7700429192454	-0.342441144409557	0.257074822666809	-1.35541945934347	0.175283953249208	0.395628450843098
SLC27A3	469.500746611847	0.216678185777673	0.159910136862655	1.35497375716612	0.175425918270161	0.395821082389369
GPR108	1127.91275779844	-0.180009657572835	0.132843275582267	-1.35504297110328	0.175403866628287	0.395821082389369
GJC1	3336.43952258312	0.130468571655227	0.0963244334372493	1.3544695726962	0.175586614445802	0.396122754268643
SPRY2	77.8169926613473	0.368955228129445	0.272341970347332	1.35392279026328	0.175761011738186	0.396455238314283
BAIAP2L1	1524.88684886983	0.155246030469019	0.114672627521595	1.3538109395642	0.175796702641312	0.396474795243769
LIMD1	272.451096907115	0.260815761643782	0.192741949303832	1.35308718919468	0.176027777800032	0.396934929100949
RP1-120G22.11	88.5413167961862	-0.350774870752187	0.259237961736313	-1.35261769421255	0.176177796717318	0.397212171363431
TMEM136	662.792529185148	-0.191498461255572	0.141607944888283	-1.35227828845176	0.17628630724448	0.397395757596905
PURA	901.780153555803	-0.1755013088952	0.129808786056889	-1.35196804840376	0.176385536855267	0.397558369013415
MAP3K12	348.543349945116	0.247202037666154	0.182915292386867	1.35145079262819	0.176551072568308	0.397809257953744
ZNF596	96.0864867808379	-0.344767290956919	0.255005218164028	-1.35145760437042	0.176548891876118	0.397809257953744
SF3A3	5565.10274116949	0.131501955036692	0.0973173626177039	1.35126992822809	0.176608981336874	0.397878640128351
WBP4	583.79258677736	0.200204479627012	0.148184693236569	1.35099406449414	0.176697334044102	0.397955484639925
ZNF266	512.097702633725	0.211169716112231	0.156302719247158	1.35101393848855	0.17669096776733	0.397955484639925
PHB2	8643.30715154649	0.117499072101848	0.0869841293103471	1.35080999508891	0.176756305491851	0.398027205414662
GHITM	3050.22212210675	0.135307382908023	0.100203446380981	1.35032149227972	0.176912881248932	0.398175924880742
HNRNPA1	5467.0922323467	0.130978968769462	0.0969907883611456	1.35042346314947	0.176880188839769	0.398175924880742
ZNF48	1494.83321009101	0.152877121825905	0.113207437227641	1.35040812973147	0.176885104528465	0.398175924880742
TNFSF13	35.4333771219262	-0.395861784639071	0.293139641096245	-1.35026530992458	0.176930895537548	0.398175924880742
BOD1	923.021894880585	-0.173315745946186	0.128365389172554	-1.35015238759823	0.176967107042513	0.398196344369698
ZBTB7B	898.212569711402	-0.177648234344248	0.131605507457711	-1.34981678770715	0.177074758537136	0.398255354386173
ILF3	22277.5456004434	0.122796641519945	0.0909623523095892	1.349972359129	0.177024849309952	0.398255354386173
PUS7	1810.35882063401	0.150189937146756	0.111260002748133	1.34989385525942	0.177050033007643	0.398255354386173
AHSA1	2705.06705878094	0.142896208459913	0.105899786187727	1.34934781137839	0.177225275345089	0.398532791592105
ZC3H18	4313.83521594218	0.139590923845842	0.103489903163171	1.34883483032041	0.177390024473143	0.398781037091225
HMGXB3	1904.62997538466	-0.14423121765585	0.106928973531593	-1.34884101443052	0.177388037703762	0.398781037091225
SGSM3	806.664040716733	0.190261165001928	0.141062990373248	1.34872140573874	0.177426467334048	0.398801862008653
PRODH	105.657358589907	0.353349115949101	0.262149620457801	1.34832475072616	0.177553954834409	0.399027290440387
NBPF15	161.300400891095	-0.307241603608818	0.227939026472955	-1.34759994387468	0.177787088655464	0.39912608618161
UCK2	6623.66278632707	0.119887318154731	0.0889509334394804	1.34779181151432	0.17772535234138	0.39912608618161
PLEKHJ1	1938.9836804123	-0.159296663829219	0.118222714017863	-1.34742824962168	0.17784234741238	0.39912608618161
SMIM7	848.503326247961	-0.178253382890581	0.132290856680178	-1.34742922620878	0.177842033067573	0.39912608618161
AC020907.1	20.8114377427468	-0.384693477048482	0.286760576659524	-1.34768300414559	0.177760360797893	0.39912608618161
FAM118A	675.869863184494	-0.196519177993711	0.145848345979383	-1.34742706649373	0.177842728239308	0.39912608618161
RHEB	567.021880238867	0.199092499985347	0.147714671571839	1.34779107460693	0.177725589421939	0.39912608618161
RP11-429J17.2	10.0953166206886	0.333388893456972	0.252845777927218	1.34765231033395	0.177770237371486	0.39912608618161
PTGES	14.9309286138322	0.343250374279883	0.258891782706866	1.34791990794414	0.177684144264544	0.39912608618161
CNNM3	956.435172852012	0.182307445421822	0.135335877766342	1.34707081436136	0.17795742680453	0.399322422924434
KIF22	4014.90419038254	0.153213830952283	0.113758909309963	1.3468344697839	0.178033550436375	0.39943215375427
ZNF566	370.191647859675	-0.231903942535668	0.172245832241867	-1.34629902510641	0.17820610012223	0.399635963181031
SGOL1	571.443467612021	0.201542031674802	0.149683884815197	1.34644012568523	0.178160617692468	0.399635963181031
PPAPDC1B	280.539077628997	0.250105858939056	0.185749558491672	1.34636015425504	0.17818639466169	0.399635963181031
NCOA5	1965.53337088648	-0.150955658951179	0.112181678269203	-1.34563619498882	0.178419872754255	0.400054216522492
ARL6IP1	6822.97621856641	0.153560230868393	0.114139165631097	1.34537642481564	0.178503704547127	0.400181032363637
ARL8A	834.194519786583	0.178064841584489	0.132364787526041	1.34524903336338	0.178544826418312	0.400212074249296
RP11-159H10.3	32.2070847427874	0.394337496283996	0.293428717613949	1.34491930808068	0.178651294237149	0.400340781365488
LAGE3	343.879553092237	0.23433858093514	0.174232634515735	1.34490221668739	0.178656814310721	0.400340781365488
SLC13A4	1491.16728181435	-0.17611501001134	0.131020976917738	-1.34419069748376	0.178886729036864	0.40079477403541
GIPC1	2050.22921034353	0.14167468288083	0.105420578711839	1.34389422317945	0.178982594341931	0.400942065102758
FBXL6	437.267043512147	0.231124573898821	0.171973767121031	1.34381839446893	0.179007119777017	0.400942065102758
AMT	23.1870345217793	-0.385555335067395	0.288333408182972	-1.34371777423485	0.17903966744386	0.400953760745385
GOLGA8H	14.282607067429	0.346995947004711	0.263521127238142	1.34362092139432	0.17907100062725	0.400962733435623
SYT14	587.687689680813	0.19901819299928	0.148157279237686	1.34324621215928	0.179192262461834	0.401022108985333
RP11-770J1.3	9.62143648108707	-0.323286322076003	0.247154489614802	-1.34320117792666	0.179206840360992	0.401022108985333
WDR61	635.219879102888	0.194413888624547	0.144717393388389	1.34334963143999	0.179158788247994	0.401022108985333
TMEM198	590.649321189845	-0.195881832530046	0.145807008879435	-1.34340113829753	0.179142118511492	0.401022108985333
TPPP3	111.006515800156	0.338848446716538	0.252353412928133	1.34280870524919	0.179333923872233	0.401184123338509
TMEM64	19.16682662535	-0.372178330225381	0.27986265545342	-1.34282744906885	0.179327853059237	0.401184123338509
PI4KA	5138.57319875253	0.122403096495845	0.091172676437322	1.34254114159721	0.179420599970633	0.401316838928216
NSFL1C	1809.12194248531	-0.150787983681032	0.112347710314408	-1.34215633032037	0.179545312535944	0.401534578698356
MTA3	1696.46130928982	-0.146490404598321	0.109197780021429	-1.34150641742824	0.17975608755101	0.401883448519879
RP11-250B2.6	20.6862477820391	-0.384663565879725	0.2878489758671	-1.34151379730979	0.17975369312976	0.401883448519879
NUTM2A-AS1	256.463920819228	-0.275014096016964	0.20513258726173	-1.34041972130296	0.180108927659691	0.402567221244649
SNHG5	2178.57253781269	0.166874735465161	0.124503055426632	1.34031106388386	0.180144235990756	0.402567221244649
ZNF250	518.795705372028	0.220740648609543	0.164692175361655	1.34031153971334	0.180144081358308	0.402567221244649
SDE2	1875.58844980548	-0.148860120869622	0.111094375271026	-1.33992937017945	0.18026830848431	0.402783141524331
CSTB	2029.46467676437	0.144765787805282	0.108072290990691	1.33951589847465	0.180402782282106	0.403022232707877
ABCC5	322.63786703073	0.239162982031287	0.178665048569559	1.33849334578437	0.180735668056161	0.4037044386342
PFKL	6298.13643101667	0.120207615385164	0.0898262588772749	1.33822373620212	0.180823513748445	0.403839180704859
RPRD1B	1654.88604301565	0.14714141395742	0.109960698348732	1.33811872453778	0.1808577378103	0.403854145014538
SLC25A24	1160.00461908231	0.161635923873766	0.120821137263187	1.33779941892078	0.180961831369569	0.404025099160937
MORF4L1	1899.63253698745	-0.144643502625902	0.108152787719302	-1.33739296046763	0.181094401075147	0.404211971488508
VMA21	5530.99874450867	0.123849450817816	0.0926065662107012	1.33737387710162	0.181100627040513	0.404211971488508
CISD1	839.924773733918	0.179403269522906	0.134177102883687	1.33702837976039	0.181213373341437	0.404334076613537
RP11-1085N6.6	229.409308234525	0.268360274174173	0.200708969260739	1.3369529255937	0.18123800326363	0.404334076613537
RP11-10C24.3	33.6143670039773	-0.39182735544708	0.293219756019756	-1.33703550581578	0.181211047366501	0.404334076613537
BATF3	127.398957633614	0.323829090571146	0.242260219116087	1.33652156089187	0.181378858029883	0.404586802048111
ZBTB41	693.505457624114	0.18513361875336	0.138536538322067	1.33633010142237	0.181441401872092	0.404603296302311
COMMD6	647.11569135781	-0.202129674264816	0.151247326567568	-1.33633980594341	0.181438231322464	0.404603296302311
NADSYN1	746.755076523632	-0.182804744646413	0.136832616180539	-1.33594344107897	0.181567760555754	0.404762040509658
BID	1000.17656335781	0.168117634954718	0.125835682547579	1.33598510531237	0.181554141752551	0.404762040509658
OS9	1761.40794693934	0.149314985416738	0.111778926474979	1.33579930598132	0.181614879895291	0.404776263154107
CALM1	4133.91385870577	0.141121377333146	0.105662586075704	1.33558643478377	0.181684486412659	0.404776263154107
ADM5	40.6534419132605	0.388578189582361	0.290927851296244	1.33571179215193	0.181643493549828	0.404776263154107
MAP3K4	923.41443180783	-0.179552212491036	0.134434459853664	-1.33561958810056	0.181673644345112	0.404776263154107
AP001429.1	10.6049609831764	-0.337626480338221	0.257105816041145	-1.33513085881519	0.181833521204321	0.405046797727495
C6orf62	3099.39743742565	-0.149652784306424	0.112095492760252	-1.33504182376314	0.181862658267534	0.405050210194221
FAM89A	987.163526078032	-0.180766655773691	0.135425585898278	-1.33475876926156	0.181955311951428	0.40519506636262
FAHD1	1120.22665793532	-0.164580384353647	0.123388018393658	-1.33381958221186	0.182262991721368	0.405812416053822
AC069513.4	9.5350325203745	-0.321969311726927	0.24758067676508	-1.33374375178973	0.182287850760631	0.405812416053822
CTD-2366F13.1	47.397985713378	-0.383222091617399	0.28729107046536	-1.33359690726118	0.182335997083751	0.405858022634994
METTL22	288.913723938438	0.246604108913518	0.184943260191198	1.3332924837951	0.182435839288278	0.406018666749112
CCDC41	333.999022386381	0.251392478925411	0.188590343995088	1.33282923951343	0.182587847956201	0.406206743839702
LSS	2455.52429396944	-0.140769189115699	0.105620467542897	-1.3327818622153	0.182603399602445	0.406206743839702
POLA1	2261.99763290781	0.140607623996522	0.105493527786399	1.33284873605764	0.182581448480957	0.406206743839702
TMEM185B	1083.49554968548	0.167932637178092	0.126027385054911	1.33248206357289	0.18270183158068	0.406364101073717
SOCS3	118.832061523753	-0.321741123189079	0.241549923513259	-1.33155415308586	0.183006738889487	0.406980581952932
RAB7L1	511.168639697946	-0.233622311229791	0.175507540728972	-1.33100849364241	0.183186216187624	0.407317980015306
RASSF4	62.8415746220524	-0.378475677590059	0.284553321950387	-1.33083995852874	0.183241676802021	0.407379564199402
AC069547.1	39.1973847606418	0.387882324711122	0.291593758131695	1.33074145268682	0.183274098326949	0.407389917399079
NMNAT3	136.589376144232	-0.317857808152711	0.238790220984845	-1.33063877887008	0.183307896193848	0.407403326393871
SLC37A3	1337.14862160673	-0.154898214487172	0.116439305663562	-1.33028437973302	0.183424591746367	0.407600944221481
RAB21	1317.20216443194	0.156183200583566	0.117413432528479	1.33018444331462	0.183457508475759	0.407612359458632
PLK1S1	250.332146373875	-0.286892989520347	0.215698898798378	-1.3298382928494	0.183571556210056	0.407804003674512
B4GALT1	352.297378875161	-0.241233838694391	0.181389653619501	-1.32975033797979	0.183600543458505	0.407806656700976
RP11-996F15.2	10.4948414037	0.335130109791538	0.256440255497608	1.32949676992038	0.183684130752073	0.40793056614578
GAR1	470.165907667548	-0.233243777388912	0.175441259263852	-1.32932584935789	0.183740489661397	0.407993977724224
PPM1G	12167.6593750708	0.128533581887948	0.0967225601667691	1.328889833837	0.183884318312367	0.408251566439304
KLC3	53.7410083574074	0.382121281259934	0.287348187210357	1.32864302649414	0.183965769716994	0.408308839669861
BHLHA15	26.1973679544821	-0.386974306797121	0.291706823297574	-1.32864627365332	0.183964697915515	0.408308839669861
ASAP3	827.500119973384	-0.185254955942468	0.139473625336814	-1.32823654884182	0.184099973775933	0.408544905507301
GNG10	20.8817393119184	0.380939516590549	0.287746937710148	1.32796947245331	0.184188192088148	0.40867886624972
IQCC	160.707334643095	0.310436178698292	0.233855409322832	1.32756084690819	0.184323226235813	0.408856067694448
CTDSP1	414.093856973147	-0.22313207536836	0.168075877085284	-1.32755915845769	0.184323784352128	0.408856067694448
ALCAM	24.4171539892134	-0.379364084643883	0.286927816435554	-1.3270554064171	0.184490355162821	0.409101856022982
TRPC5OS	30.0635299051935	-0.388824814426838	0.293272859341894	-1.32706445571807	0.184487361935636	0.409101856022982
MTERFD3	151.170106236194	-0.305795323716685	0.230510103578347	-1.3262976417247	0.184741127692264	0.409596036057507
U95743.1	26.9872914871419	-0.386556494724187	0.29230266546969	-1.32592553139116	0.184864365155251	0.409653668990524
SERPINF1	11721.5151019086	0.140905340681928	0.106272652603153	1.32588196547203	0.184878797523018	0.409653668990524
RNF157-AS1	18.0103288847677	0.364170703060617	0.277307141687674	1.32613062538539	0.184796433522491	0.409653668990524
MBD3	2960.34797581767	0.153367408964215	0.115670774823865	1.32589128778668	0.18487570918859	0.409653668990524
C12orf61	9.49183054001822	-0.320047057217832	0.24746578112633	-1.32577540636582	0.184914101570419	0.409670030551527
RPF1	1678.3641745128	-0.147924767653485	0.111597348869569	-1.32550738082726	0.185002923037438	0.409804935043528
RAPH1	115.313200484606	0.326963407346894	0.246780452303185	1.32485444771112	0.185219431824075	0.410222599721456
RBM43	13.6793345548305	-0.33472924670034	0.256921327059884	-1.32450999568533	0.185333725584525	0.410351856873659
FABP6	11.2443046483279	-0.338853567750173	0.25984709409342	-1.32456406538362	0.185315781089248	0.410351856873659
RPS6KC1	770.972625188268	-0.179522609108054	0.135588273429626	-1.32401565044203	0.185497847048703	0.410591327462003
MIDN	4607.02778768959	0.150442881054849	0.113622132145993	1.32406118473663	0.185482725276831	0.410591327462003
EEF2	192840.657444589	0.120590668208173	0.0911125341547031	1.32353615110209	0.185657142371354	0.410881938162123
KRT80	35.2651762119824	-0.387714832485764	0.293451255858873	-1.32344998288027	0.185685779187041	0.410883341579166
LRRC37A2	27.4513924682108	0.386232860342728	0.29233673816486	1.32328220051001	0.185741548706081	0.410944774451799
ZNF460	175.115609607488	0.298851301188389	0.225829265308474	1.32306662049967	0.185813223956589	0.411012341831738
ISCA1	401.450963012641	0.219217007282291	0.165684479383336	1.32302185134384	0.185828111205053	0.411012341831738
PNN	4666.76472656542	0.130709071102487	0.0988050589221443	1.32289984929584	0.185868685460921	0.41101705021602
STAM2	386.850877110169	0.221951708641644	0.167778949667971	1.32284700011426	0.185886263561201	0.41101705021602
RP11-181G12.2	115.618820209823	-0.324158940800423	0.245127144102974	-1.32224704277274	0.186085900797653	0.411125383987749
FBXL12	568.869752948104	-0.195068319566867	0.147516651418001	-1.32230392644824	0.186066965821144	0.411125383987749
MBD5	636.272715740307	-0.200750423661064	0.151805220587617	-1.32241679508403	0.1860293992416	0.411125383987749
SHISA8	30.2560758546022	0.386302260659241	0.292550266333925	1.32219455557499	0.186103373573682	0.411125383987749
SETMAR	582.653246603572	0.196443002175916	0.148545916745497	1.32240097275897	0.186034665119847	0.411125383987749
TMEM60	292.872726749836	0.245165634074082	0.185400014169962	1.32221334144513	0.186097119694092	0.411125383987749
PPP2CB	1442.61127302323	-0.155822735844188	0.117884854894551	-1.32179925595769	0.186235006178471	0.411354244416184
RP11-168O16.2	14.413429037656	-0.356728210293733	0.272492108543143	-1.32131052418514	0.186397846289855	0.411651956443564
ZNF695	335.928672618232	0.235249859717623	0.17808416043883	1.32092923280156	0.186524961476177	0.411780830058263
HDGFRP2	3776.32506853646	0.132165580116526	0.100056163404204	1.32091234882947	0.186530591747055	0.411780830058263
MEF2BNB	259.93168822799	0.253973473123907	0.192264412356368	1.32088295973505	0.186540392380377	0.411780830058263
FAM49A	37.9070347236278	-0.38586516913539	0.292372798219058	-1.32060035181487	0.186634655487584	0.411926940428598
MANSC1	336.107334193585	0.2507243725779	0.189880929904039	1.32026482319205	0.186746615839566	0.412112061093991
TMEM242	387.779927130533	-0.223134582765829	0.169028501398713	-1.32007428201717	0.186810218362413	0.412190426170178
TSC22D1	1647.7206442176	0.164230492813402	0.124430348525947	1.31985099419275	0.186884772056934	0.412230947142423
TM2D2	439.418411379178	0.227396139519109	0.172274345897658	1.31986336679295	0.186880640387588	0.412230947142423
LRP6	1754.30298022058	-0.146878386767284	0.111337894351377	-1.31919942506711	0.187102450461301	0.412649068934116
TOB1-AS1	68.8809583525744	-0.363080126838437	0.275301311509425	-1.31796994461735	0.187513709330746	0.413431804208871
SMC5-AS1	48.4076524537872	0.379504091580945	0.287892576717047	1.31800209093625	0.187502947959109	0.413431804208871
TSPAN6	1304.60533046365	0.155265672976221	0.117825862543025	1.31774155861784	0.187590177451798	0.413538262282187
KIAA1731	1335.85841669864	0.155176399392572	0.117809903075668	1.3171789815355	0.187778637499407	0.413842451593497
SCN4B	81.0126558118512	0.356439693481255	0.270557864381328	1.31696173903437	0.187851449859929	0.413842451593497
